"id";"base";"bonus";"overtime_pay";"other";"sector";"section_07";"sex";"education";"contract";"age";"duration_total";"duration_entity";"duration_nominal";"duration_overtime"
7113;12595.18;0;0;1048;1;2;2;2;1;40;19.02;0.02;401;0
90714;64920;10400;0;0;1;3;2;2;1;52;33.06;19.02;1797.25;0
176174;47410.09;0;629.56;4002.34;1;2;2;2;1;51;29.02;29.02;709.2;17
28077;39894.62;2084;2315.05;3713.62;1;2;2;2;1;46;20.11;19.02;1100;65
141687;36684.46;6680;0;3070.21;1;1;1;4;1;59;39;35.07;1712;0
100609;4912.8;0;0;417.54;1;2;2;2;2;51;23.07;0.02;123;0
166806;73568.5;0;0;6253.32;1;2;1;1;2;33;7.01;3.01;1548;0
3264;32069.24;0;0;0;1;3;2;4;1;36;8.1;3.06;1691.23;0
112105;17330.55;0;0;1473.1;1;2;1;2;2;58;8.07;8.07;388.91;0
18993;54602.21;11400;0;5280.18;1;2;2;2;1;53;29;29;1704;0
80176;34725.14;0;0;2692.8;1;1;2;2;1;45;25.03;4;1319.69;0
137851;24697.04;0;0;2099.25;1;2;2;2;1;26;3.1;1.04;1278;0
93163;19372.25;1180.6;0;1629.45;1;1;1;2;2;24;2.01;1.02;1816;0
137096;34323.84;1369.6;0;2907.22;1;1;2;3;1;36;19.02;4.1;1736;0
168101;41972.5;23927.5;0;4496.93;1;1;2;5;1;54;35.09;9.09;1816;0
147529;14348.7;0;0;1190.64;1;2;2;2;1;25;3.01;3.01;645.89;0
57667;11453.93;0;0;952.23;1;2;2;2;1;31;7;2;295.7;0
114548;29573.67;0;0;2495.28;1;3;2;2;1;31;6.03;5.1;1736;0
114454;18028.45;250;0;1514.62;1;2;2;4;1;36;9.09;7.02;1776;0
46673;43636.99;0;5771.84;4230.92;1;2;2;2;1;50;19.01;12.01;669.6;161
36197;35923.2;10018.6;0;3511.04;1;2;2;4;1;43;25;18.07;1760;0
89305;40147.84;0;1578.64;3542.75;1;2;2;2;1;48;29.02;27.02;705.6;44
33448;32702;2700;0;0;1;3;2;4;1;40;19.1;19.1;1615.3;0
67231;50128.46;1000;8204.3;4754.93;1;2;2;2;1;60;41.02;41.02;766.8;231
105547;38604.07;0;0;0;2;3;2;5;2;56;37.08;5.03;1920;0
51490;5231.8;0;0;449.93;1;2;2;2;2;26;1.01;0.02;116.88;0
166681;30097.84;4250;999.24;0;1;1;2;2;1;27;3.03;3.03;1752;47.5
71670;31945.4;660;8984.11;3335.11;1;2;1;2;1;34;8.07;8.07;702;191
85119;37800;2086.55;0;0;2;3;2;2;1;34;14.03;5.01;1668.33;0
71869;25396.47;5150;0;0;1;3;2;3;1;42;21.02;21.02;1730.53;0
127784;23405.13;270;0;1822.98;1;2;2;5;1;51;22.07;15;1816;0
185612;1657.06;0;0;140.85;1;2;2;2;2;41;14.03;1.07;47.96;0
171048;18967.5;800;0;1612.24;1;1;1;4;1;45;17.11;11.05;1800;0
39972;31950.8;0;2315.62;2912.65;1;2;2;2;1;52;13;5;766.8;74
140336;39796.49;0;15739.59;4689.84;1;2;2;2;1;38;13.02;13.02;741.6;416
104513;58048.92;0;10054.68;5788.81;1;2;2;1;1;55;31.04;13.02;1612.8;183.2
182702;25846.58;0;3888.25;2410.96;1;2;2;2;1;24;2.02;2.02;1005;157
97863;6891.6;391.8;43.8;0;1;3;2;1;2;54;28;27.01;144.6;1
150093;36842;2800;0;3050.82;1;3;2;3;1;40;18.04;17.1;1864;0
66988;25438.8;3373.88;700.52;2378.04;1;2;2;2;1;34;5.02;4.02;1278;28
180448;37539.55;0;2272.25;3275.39;1;2;2;2;1;36;14;10;766.8;63.2
96830;26243.23;0;2307.7;2394.1;1;2;2;2;1;27;2.02;2.02;820;89
146956;41406.47;6162.8;0;4039.35;1;2;2;2;1;59;38;25.02;1784;0
35752;58939.8;0;0;5002.15;1;2;2;2;1;49;28.06;28.06;1840;0
50916;22800;8995;0;0;1;1;1;6;1;60;41.02;13.11;1808;0
23830;18610.12;0;0;1524.5;1;2;1;2;2;41;18.01;17.01;383.4;0
137335;39323.2;0;863.42;3364.91;1;2;2;2;1;46;25.01;5.02;1059.6;27
195284;26947.99;0;0;0;1;3;2;4;1;55;37.01;23.04;1554.58;0
170684;19648.4;1150;0;1670;1;1;2;4;1;47;18.06;7.02;1648;0
76591;4894.73;575.35;0;0;1;2;2;2;1;29;3.01;3.01;352;0
96134;25749.87;0;0;2188.74;1;2;2;5;1;46;17.05;3.07;1560;0
63722;39076.54;3600;186.6;3337.37;1;2;2;2;1;46;25.01;5.01;756;5
60108;57949.22;441;0;0;1;3;2;2;1;39;12.09;4.05;1766.14;0
178431;36871.84;800;4944.2;3472.14;1;2;1;2;1;52;19.06;11.07;403.2;140
113536;62685.85;3300;28028.03;7649;1;3;1;2;1;53;29.04;18;988.8;713
161784;39290.4;9220.5;0;0;1;3;2;2;1;56;30.1;6.1;1246.15;0
88284;37352.56;0;0;3003.36;1;2;2;4;1;56;29.08;15.03;1760;0
20187;39973.85;1350;13073.64;4509.04;1;2;2;2;1;52;27.02;23;955.7;531
174526;36000;2500;0;3031.67;1;1;2;2;1;52;37.01;2.05;1776;0
83111;34584.72;0;283.38;0;1;3;2;2;1;35;15.05;15.05;1759.35;12
129068;49903.43;3243.5;0;4182.63;1;1;2;2;1;42;23.01;18.05;1784;0
182823;60344.8;2500;2877.52;5373.9;1;2;1;2;1;45;20.01;11.02;1693;74
100528;60705.41;0;125.6;5159.96;1;3;2;2;1;48;28;21.1;1816;4
116333;37801.73;0;1434.24;3266.92;1;2;2;2;1;39;15;4.02;655.2;40
51198;3924.84;229;0;0;1;3;1;2;1;43;11.07;3.05;165.05;0
53857;33041.86;0;1479.31;0;1;3;2;4;1;53;27.04;17.07;1349.83;26
16169;20417.16;5052.84;0;2024.7;1;2;2;5;1;54;39.05;14.06;1816;0
88085;39828.8;1400;1471.2;3551.5;1;2;1;2;1;42;22.04;22.04;766.8;40.5
126443;31696;323;406.3;0;1;3;2;5;1;48;30.1;12.11;1473;16.4
133351;41321.64;0;4739.64;3894.93;1;2;2;2;1;53;24;20;751;127
161718;33730;0;0;0;1;3;2;4;1;49;29;23;1713.08;0
27600;58873.92;0;0;4657.31;1;1;2;3;1;51;29.1;14.03;1576;0
53071;25200;1700;0;2142;1;1;2;2;1;27;2.09;2.09;1792;0
182321;28003.88;0;0;2268.27;1;1;1;2;1;28;3.06;3.06;1544;0
18173;42645.2;0;733.4;0;1;3;2;2;1;37;10.07;8.05;1448.5;23
79613;45272.09;2590;0;0;1;1;2;2;1;36;11.09;11.09;1696;0
95798;34516.66;0;6933.42;3523.26;1;2;2;2;1;50;29.02;19.02;937.2;252.9
66422;41924.57;0;3328.52;3839.56;1;2;1;2;1;41;21.02;21.02;763.2;92
34426;33112.8;500;0;2720.34;1;1;1;2;1;24;3.1;3.1;1888;0
48551;28484.67;2650;0;2421.2;1;1;2;2;1;35;11;11;1768;0
30345;28423.34;0;0;2075.98;1;1;1;2;1;35;9.02;8.09;1616;0
150312;42087.63;800;4680.8;3988.91;1;2;1;2;1;48;22.1;16.02;766.8;130
124254;141626.03;0;0;0;1;3;1;2;1;50;24.1;24.1;1683.67;0
43891;42789.05;5909.58;0;4139.39;1;2;2;4;1;56;30.1;19.07;1792;0
173350;20273.8;0;0;0;1;3;2;2;2;24;0.05;0.05;1089;0
152142;29388.6;0;6144.87;3020.34;1;1;1;5;1;57;42.01;10.1;1808;262
55344;18636.26;2100;0;1584.08;1;1;2;3;1;49;28.04;9.02;1720;0
50516;9123.36;77.66;811.71;790.73;1;2;1;2;1;25;1;1;277;29
195412;30052.8;0;6961.36;0;1;3;2;4;1;47;27.04;27.04;1776;373
73669;45473.2;0;3821.78;4190.07;1;2;2;2;1;48;29.02;9.02;993.2;139
135588;30511.2;900;0;2593.45;1;2;2;4;1;46;24;10.11;1816;0
6230;48250.57;0;0;0;1;3;2;4;1;49;31.07;31.07;1720.66;0
190918;13871.12;2651;0;1264.38;1;3;2;4;1;49;27.05;27.05;1544;0
11904;34050.38;3003.5;0;3090.7;1;3;2;2;1;27;3.01;3.01;1728;0
178162;26626.25;1000;0;2243.41;1;2;2;4;1;52;35.09;16.09;1688;0
43535;38390.4;770;0;3263.18;1;1;2;2;1;52;27;20.06;1784;0
104556;23566.74;3048;0;2262.25;1;3;2;3;1;49;32.1;16.03;1672;0
167564;30875.7;7232.7;0;3022.46;1;2;2;4;1;54;34.02;23.02;1816;0
105779;33745.4;0;3008.22;3035.21;1;2;2;2;1;28;4.09;3.02;766.8;108.36
110431;24505.84;2150;0;0;1;1;2;2;1;33;9.11;9.11;1432;0
45370;25968;3500;1511.14;2320.04;1;3;2;2;1;45;26.01;19;1808;66
37742;2310;0;0;0;1;3;2;2;2;26;3.09;0.01;236;0
114550;16480;0;0;0;2;2;1;2;1;24;0.08;0.08;1065.99;0
54382;5390;990;0;532.95;1;2;2;4;1;52;31.04;0.04;656;0
125144;14408.96;3002;5627.7;1677.45;1;2;1;2;1;55;37.02;0.02;374;185
93702;21013.39;1264.51;0;1797.37;1;1;2;5;1;47;26.02;11.02;1592;0
92300;29520;5716.81;0;0;1;3;2;2;2;42;21;1.03;1736.58;0
169655;23399.28;849;0;2010;1;2;1;2;1;30;5.02;5.02;719.06;0
155443;40816.44;0;13241.5;4374;1;2;2;2;1;46;20.09;11.01;730.8;355
56824;16694.6;0;164.28;1313.71;1;2;1;2;1;31;5.02;5.02;372;6
118446;36331.81;2087;0;3088.2;1;1;2;2;1;42;10.11;6.11;1768;0
91988;42779.25;0;2146.48;3757.4;1;2;2;2;1;42;20.02;15.02;766.8;60
50671;45109.72;6500;506.4;3811.86;1;1;2;2;1;52;30.03;21.06;1768;22
56505;20058.48;4059.74;0;1979.23;1;2;1;5;2;27;8.07;3.05;1824;0
171580;39138.63;1000;0;3296.17;1;1;2;2;1;46;31;19;1640;0
17165;17151.71;2600;0;1678.9;1;2;1;5;2;54;22.09;2.1;1816;0
187094;23918.33;0;0;1889.77;1;2;1;4;1;52;21;16;1816;0
3889;16128.18;2899.39;0;0;1;3;2;5;1;48;29.02;4.08;1800;0
124909;20622.4;7655.6;2664.9;2489.01;1;2;2;4;1;44;26.03;11.03;1688;150
185494;32475.88;300;2777.24;2883.36;1;2;2;2;1;36;10.02;8.02;716.4;92
13289;94566.84;0;0;7881.52;1;1;1;2;1;38;13;11.11;1784;0
153414;31329.4;0;0;0;1;3;2;2;1;55;32.09;7.1;1752;0
181163;30474.64;4435.77;0;2967.38;1;2;1;2;1;53;27.05;27.05;1792;0
83574;20641.67;1103;0;1710.42;1;1;2;3;1;28;9.05;9.05;1608;0
105292;40430.04;1500;13259.48;4533.72;1;2;2;2;1;36;15;14.04;756;355
65846;65021.09;14105;0;5956.8;1;1;1;2;1;45;26;20.08;1352;0
91516;551.8;0;0;46.9;1;2;1;2;2;49;23.02;0.02;15.3;0
60759;86075.28;12900;0;7316.4;1;1;2;2;1;56;32.01;17.04;1816;0
173588;40222;1500;7881.52;4069.67;1;2;2;2;1;40;17.04;17.04;759.6;199
179691;43689.5;0;0;0;1;3;2;4;1;54;34.01;22;1834.32;0
68742;23038.08;240.5;0;0;1;3;2;2;1;26;1.03;1.03;1682.76;0
31119;14400;500;0;0;1;3;2;4;2;28;1.09;1.09;597.5;0
96051;30783.35;0;3610.65;2631.7;1;2;2;2;1;28;5.07;5.07;734.4;129
55895;41225.59;0;0;0;1;3;2;4;1;48;25.05;25.05;1720.66;0
146158;33588;0;0;2842.75;1;2;1;2;1;32;9;9;766.8;0
77995;38647.97;1100;0;3100.28;1;2;2;4;1;56;25.08;25.08;1760;0
70669;46164.23;0;0;0;1;3;2;4;1;42;21.06;21.06;1525.5;0
44645;29313.49;0;2235.63;2666.87;1;2;2;2;1;34;11.05;6.05;676.8;85.11
171146;37590.6;0;9449.24;3980.09;1;2;2;2;1;35;13.09;13.09;766.8;335.8
109713;43995.08;0;5706.4;4224.62;1;2;2;2;1;45;25.02;20.02;1090;350
181733;7588.71;0;0;606.95;1;2;1;2;1;55;0.02;0.02;227.92;0
4408;24031.71;3750.2;0;1984.42;1;2;2;4;1;48;25.05;7.07;1800;0
149451;29838.53;1300;6033.21;3049.1;1;2;1;2;1;30;4.01;4.01;766.8;227
120583;10032;3524;0;1105.51;1;2;1;5;1;61;36.11;2.02;944;0
199439;37677.75;1614;5646.24;3663.94;1;2;2;2;1;43;22.02;22.02;759.6;191
45735;38450.03;3667.15;0;3318.9;1;2;2;2;1;44;19.07;9.06;1384;0
1010;63122.98;1597;2770.43;5600.94;1;2;2;2;1;47;23.02;23.02;1648;98
151456;49066.62;0;0;0;1;3;2;2;2;50;30.02;11.11;1645.6;0
22428;53537.91;3773;0;4461.49;1;1;2;2;1;36;13;13;1864;0
171508;39953.71;0;3971;3181.87;1;2;2;2;1;46;22.11;11.01;442.8;110
133176;109903.58;0;0;9016.25;1;2;1;1;1;47;17.1;17.1;1561.8;0
73475;36537.6;6220;7260.46;3722.84;1;2;2;2;1;44;20.03;12.01;766.8;242
57732;21409.07;0;0;1758.17;1;1;1;2;2;27;2.09;1.02;1672;0
127681;29820;0;0;0;2;3;2;4;2;36;16.02;8.06;1702.93;0
82499;4802.83;1333.17;0;0;1;2;2;4;2;21;0.02;0.02;634.8;0
84779;36952;0;0;2860.72;1;1;1;2;1;60;33.05;6.11;1816;0
26437;67084;0;0;5642.64;1;2;1;1;1;48;22.01;22.01;1562.4;0
66911;41458.2;700;8793.92;4271.43;1;2;1;2;1;57;33.02;20.02;766.8;295.8
167938;19806.19;3830;1744;11790.21;1;2;1;2;1;45;14.04;12.08;1123.96;48
85272;22486.8;0;0;1909.82;1;2;2;2;1;47;23.02;23.02;354.6;0
45672;32758.06;0;712.37;2844.98;1;2;2;2;1;59;32.07;21;1100;31
34789;40510.5;0;6538.76;3979.99;1;2;2;2;1;49;27.04;27.04;655;157
76450;35607.39;2362.6;0;3178.55;1;1;2;4;1;49;26.04;24.04;1784;0
188118;36477.48;2100;0;3100.58;1;1;2;2;1;35;13.11;13.11;1712;0
151161;24598.59;7376.21;0;2667;1;2;1;3;2;54;31;11.09;1799;0
128077;21373.36;1522.47;0;1884.87;1;2;2;5;1;52;36.01;12.03;1776;0
155930;16311.33;0;0;1345.65;1;2;2;5;1;52;30;15.06;1784;0
62336;45838.32;3155;0;3896.26;1;1;1;3;1;53;22;6.09;1832;0
141003;55003.39;0;0;0;1;3;2;2;1;37;10.09;1.03;1759.33;0
104895;39202.29;0;3425.28;3641;1;2;2;2;1;39;25;25;752.4;99
198594;17385.2;3396.11;0;1766.41;1;2;2;6;1;55;31.07;27.02;1688;0
40642;34721.04;0;0;0;1;3;2;4;1;38;17.08;15.04;1712;0
15565;4545.6;400;0;420.38;1;2;2;2;2;30;5.02;0.02;150;0
25462;19424.64;497.84;0;1651.09;1;2;1;5;1;42;26;26;1832;0
62949;30240;3631;0;2570.4;1;1;2;2;1;47;27.11;0.11;1776;0
110247;30072.94;0;0;0;2;3;2;4;2;49;28.02;8.06;1649.88;0
97864;17585.9;0;2280;1654.22;1;2;2;1;2;35;6.06;1;835.2;34
180381;4825.52;0;0;408.32;1;2;1;2;2;43;18.02;1.02;130.25;0
72384;34723.69;300;1632.75;3023.71;1;2;2;2;1;43;21.04;4.06;1045;75
50767;53963.33;0;0;0;1;3;1;2;1;39;10.05;9.07;1698.67;0
31287;80010.11;5070;0;0;1;3;1;2;1;53;25;6.07;1607.4;0
177677;28718.61;4655.34;0;2836.78;1;2;2;4;1;45;29.04;11.01;1792;0
136269;78500;5800;0;0;1;1;1;2;1;36;11.09;10.08;1816;0
117627;33228.44;0;318.82;0;1;3;2;4;1;36;14.11;10.01;1533.33;11.8
175761;26016.6;0;1649.76;2351.64;1;2;2;2;1;28;5.01;4.05;766.8;65
133065;21401.35;0;0;0;1;3;2;3;2;43;20.08;3.08;879.75;0
66318;29713.2;12532.96;176.84;3478.47;1;2;2;2;1;43;21.06;21.06;676.8;5
151829;20209.6;0;0;1626.34;1;2;2;6;1;44;26.06;26.06;1816;0
93753;16873.3;1380;0;1434.23;1;3;2;5;1;46;29.09;9;1776;0
86186;38932.79;0;3373.16;3468.35;1;2;2;2;1;45;27.02;9.02;684;93
5259;23609.99;4169;0;2163.25;1;1;2;4;1;54;30.04;20.05;1600;0
25439;45073.94;2630;0;3722.04;1;1;1;2;1;32;9.02;2.03;1664;0
32680;73438.96;2155.99;40595.64;0;1;3;2;2;1;54;11.03;11.03;1766.92;687
20632;30615.77;0;1833.26;2703.44;1;2;1;2;1;36;10.11;5.01;757.6;66.03
111325;4186.81;0;0;355.88;1;2;1;2;2;41;5.02;5.02;77.39;0
190704;17600;1840;0;0;1;3;1;4;1;22;0.11;0.11;1781.24;0
82708;41250.09;4800;0;0;2;2;1;2;2;27;3.03;2.08;1768;0
104830;37701.15;0;0;3177.58;1;1;1;2;1;50;9.11;1.06;1832;0
94793;15411.66;1352.13;0;1424.92;1;3;2;5;2;23;1.01;1.01;1808;0
170274;39392.76;0;8707.3;4097.3;1;2;2;2;1;41;17.07;17.07;766.8;267
42027;42406.51;975;3713.64;3781.85;1;2;1;2;1;36;14.04;14.04;640.8;105
7141;49016.48;3150;0;0;1;1;2;2;1;46;19;11.06;1816;0
141491;42120.44;0;6119.23;4117;1;2;2;2;1;48;28.02;28.02;762.8;165
23731;93058.13;12200;0;0;1;1;2;2;1;41;17;7.03;1752;0
70348;45799.8;500;615.6;3987.77;1;2;2;2;1;40;15.02;15.02;766.8;12
50125;41844.32;0;0;3464.23;1;3;2;2;1;54;29;4;1728;0
7293;48751.52;1861.53;0;0;1;3;2;3;1;38;17.09;11.08;1597.99;0
188978;31344;7214.24;0;0;1;1;2;2;1;40;18.06;15.08;1688;0
127875;6600;0;0;12767.25;1;2;1;1;2;58;0.01;0.01;455.4;0
143810;33742.99;0;0;0;1;3;2;3;1;52;28.11;9;1792.41;0
25744;37424.86;3026.4;0;3179;1;2;1;2;1;38;14.05;14.05;1768;0
42004;34585.2;0;0;0;1;1;1;2;1;39;18.02;18.02;1784;0
153870;23022.15;1100;2617.1;2155.26;1;2;1;2;1;24;2.06;2.06;702.8;108
77669;71595.6;2760;2700;6389.37;1;2;1;1;1;48;24.01;24.01;1562.4;45
143996;78804.72;4700;0;6698.4;1;1;1;2;1;57;32.07;2.11;1840;0
175428;26102.64;350;0;2200.66;1;2;2;2;1;36;8.11;8.11;680.4;0
107326;38520;2100;0;0;1;2;2;2;1;53;20.04;1;1856;0
19467;45738.4;0;33686.4;0;1;3;2;1;2;32;6.08;5.07;1683.5;951
85874;24606.75;0;3396.96;2375.79;1;2;1;2;1;27;0.11;0.11;763.2;131
14510;33428.77;6576.67;0;0;1;1;2;4;1;54;35;21.02;1752;0
180051;31984.64;440;0;0;2;3;2;3;1;50;28.09;12.06;1621.99;0
104897;5719.4;473.48;0;0;1;2;2;5;1;51;4.04;4.04;722.37;0
2508;47952;0;0;4075.92;1;1;2;2;1;56;30.06;4.11;1816;0
194669;63600;9100;0;0;1;3;2;2;1;42;22;17.07;1728.24;0
33811;40147.2;0;0;0;1;3;2;2;1;47;27.03;14.01;1803.83;0
4801;40414.75;1500;10251.09;4306.6;1;2;1;2;1;44;18.08;4.07;1704;414
167440;32659.24;5000;0;2679.66;1;1;2;4;1;54;36;13.07;1736;0
76168;22536;0;0;1915.56;1;3;2;3;1;50;26.05;2.02;1816;0
191730;43813.02;0;0;0;1;3;2;4;1;32;11;1.04;1495.99;0
89670;41226.04;1600;3126.28;3743.66;1;2;2;2;1;43;22.05;11.06;766.8;76
38014;41926.74;0;9684.56;4386.96;1;2;1;2;1;39;15.11;7.09;705.6;285
75971;21975.8;2036.24;0;0;1;3;1;5;1;41;26.01;23.02;1703.49;0
143452;17101.83;0;0;1443;1;2;2;4;1;42;7.03;2.09;1792;0
25482;33394.01;2398.62;112.45;2953.55;1;2;2;2;1;42;22.02;20.02;604;4
83216;26880;5530;0;0;1;1;2;4;1;56;41;18.03;1824;0
25696;16658.88;360;0;1432.6;1;2;2;4;1;38;18.01;18.01;1832;0
14995;30225.52;435;0;0;1;3;2;4;1;35;10.1;10.1;1726.91;0
155309;18554.15;530;0;1540.9;1;1;2;2;1;38;15.02;14;560;0
7297;150898.22;3100;69155.2;0;1;3;1;2;1;46;20;20;1722.91;1169.75
111047;16108.59;0;1143.72;1463.66;1;2;2;2;1;29;7.02;7.02;298.8;36
156068;16269.16;0;0;1361.14;1;3;2;4;2;22;2.03;2.03;1688;0
59152;27167.8;1007.52;158.85;2408.4;1;2;2;2;1;39;16.01;16.01;595.08;3
123558;5779.32;0;0;491.24;1;2;2;2;2;30;0.02;0.02;174.24;0
88490;22943.22;0;6068.6;2461.83;1;2;2;2;1;37;3.03;3.03;698.4;260
186499;27752.49;3390;0;2358.96;1;1;2;4;1;53;28.05;17.1;1824;0
149334;39508.8;7836.36;4030.94;4366.97;1;2;2;2;1;48;25.02;10.02;766.8;100
181105;18937.87;4346.64;0;1979.18;1;2;2;5;1;49;34.01;24.01;1816;0
56141;44531.95;9825.8;0;4492.91;1;2;2;3;1;50;30.09;10.02;1824;0
32900;18457.76;0;26.69;1571.26;1;2;2;2;2;37;16.1;4.04;459.94;1
101114;15103.99;3057.77;0;1297.94;1;2;2;5;1;36;20.02;12.02;1696;0
98354;40630.96;6320;0;3490.83;1;1;1;4;1;58;38.01;2.04;1824;0
186475;18608.02;3239;0;1688.02;1;3;2;4;1;56;39.05;19.05;1816;0
67052;33388.2;2529.28;0;3053;1;1;2;2;1;49;33.1;30.01;1683.6;0
148449;15940.04;2981.6;0;1564.32;1;2;2;4;1;47;24.02;23.02;936;0
176315;20090.56;1400;0;1707.7;1;2;1;5;1;58;35.02;2.02;1832;0
119933;32182.15;997.18;2076.06;0;1;3;2;2;1;34;11.08;10.05;1622.12;80.5
196446;32089.28;1321;0;0;1;3;2;2;1;33;13.03;13.03;1692.16;0
93755;52491.91;2268.7;0;4654.65;1;1;1;2;1;28;7.07;2.02;1816;0
181408;28964.92;5310;729.85;2671.99;1;2;2;3;1;56;32.04;32.01;1867;87
173085;83998.9;7660;7475;7246.9;1;2;1;2;1;65;40.04;36.01;1670.4;130
155187;33307.4;0;3756.59;3114.61;1;3;2;2;2;25;1.02;1.02;1032;141
82703;26969.52;600;3706.41;2601.04;1;2;2;2;1;34;7.05;7.05;705.6;133
133067;25815.06;0;0;0;1;3;2;4;1;47;28.04;28.04;1675.9;0
78080;36776.2;0;4964.61;3535.47;1;2;2;2;1;41;17;17;566.8;160
69001;19884.56;800;0;1608.88;1;3;2;2;1;27;2.06;2.06;1736;0
125251;26460;1700;0;2249.1;1;1;2;2;1;32;5.07;1.09;1728;0
130134;22207.66;3075.03;0;2128.68;1;2;1;5;1;54;26;15.03;1696;0
109835;32726.1;4150;0;2744;1;1;1;2;1;32;4.11;4.04;1800;0
5298;38722.44;280;88.03;3174.24;1;2;2;2;1;42;23.02;23.02;930;3.5
122677;8149.05;0;0;24660.09;1;2;1;2;2;27;2.01;2.01;1533.6;0
73785;30836.27;202.42;0;0;1;3;2;4;1;44;24.03;24.01;1630.54;0
95129;19454.6;3141.6;0;1901.98;1;2;1;4;1;51;30.01;20.01;1816;0
154164;29927.18;3664;0;0;1;3;1;5;1;50;25.05;2.06;1816;0
113822;40992.12;700;199.23;3297.58;1;2;2;2;1;44;24.02;24.02;734.4;5
69459;17164.8;774.8;0;1524.87;1;2;2;4;1;55;32.11;18.02;1816;0
95050;44582.76;3830;0;3679.37;1;2;2;1;2;32;7.01;3.01;727.2;0
3852;33035;1549;0;2723;1;2;1;5;1;63;44.03;44.03;1848;0
79002;42211.87;0;227.95;3279.69;1;2;2;2;1;47;31.11;24.06;1130;6
126774;40868.86;1445.63;2348.4;3372.5;1;2;2;2;1;46;24;3.02;1090;86
133675;17362.33;0;0;1437.87;1;2;2;2;2;53;11.03;3.01;354;0
91816;34760.78;0;5743.7;3468.7;1;2;2;2;1;46;13.01;7.01;662.4;155
66654;44765.46;0;10542.64;4691.38;1;2;1;2;1;56;30.09;24.02;669.6;294
83770;30957.55;7111;0;0;1;1;2;4;1;51;18.01;17.01;1672;0
51087;30062.78;0;0;0;2;3;2;3;1;41;7.1;7.1;1509.43;0
157569;43053.06;0;2370.84;3840.89;1;2;2;2;1;45;21.03;11.03;735.6;68
107399;44843.81;5127.14;7245.36;4427.58;1;3;1;2;1;41;25.09;5.06;1046.4;348
7029;10154.37;1416;427.5;1019.31;1;2;1;4;1;55;33;8.02;892;44
25237;42540;0;0;3587.2;1;1;2;2;1;44;25;17;1832;0
68652;27696.04;2750;0;2450;1;2;2;3;1;54;20;20;1712;0
95961;27465.8;0;0;0;1;3;2;4;1;50;31.08;31.08;1744.18;0
163262;34202.43;1000;667.74;2934.16;1;2;2;2;1;41;17.11;17.11;723.6;26
19324;8396;0;0;713.66;1;2;2;2;2;27;1.04;0.04;450;0
99747;17683.2;1440;0;1503.07;1;2;1;5;1;47;31.03;27.04;1848;0
68461;3354;0;2484;0;2;2;2;2;2;21;0.02;0.02;135;108
50084;56788.7;0;0;4730.93;1;2;2;2;1;61;43.02;43.02;1776;0
3780;8971.84;0;0;762.61;1;2;2;2;2;27;4.02;0.02;400;0
7248;21300;0;0;0;2;2;1;1;1;37;13.03;5.02;1562.4;0
87170;25943.34;700;0;2154.93;1;3;2;4;1;41;17.1;12.02;1688;0
153745;7100;0;0;0;1;2;1;2;2;31;2.01;0.01;453.6;0
146289;31870.56;1000;6999.43;3341.72;1;2;2;2;1;46;17.1;17.1;690.6;223
158216;41525.43;0;7778.08;4079.41;1;2;1;2;1;37;13.02;12.02;748.8;220
125682;32242.25;400;1892.06;2866.31;1;2;2;2;1;36;16.11;8.01;1107.6;89
88711;35590.33;700;0;2959.08;1;1;1;3;1;57;33.11;11.1;1736;0
87579;4944.29;0;336.38;445.15;1;2;2;2;2;29;8.04;0.04;235;19.5
125013;42855.97;17876;0;4422.81;1;1;1;2;1;40;22.05;2.01;1760;0
156015;40045.66;0;7906.39;3901.78;1;2;2;2;1;39;13.1;11.02;662.4;216.92
89442;45752.4;1600;0;3873.55;1;1;1;4;1;41;15.01;8.03;1840;0
149955;41781.94;0;0;3504.47;1;2;2;2;1;51;23.02;10.08;852;0
167268;9444.09;1416.45;0;842.79;1;2;2;5;1;39;22.07;0.1;896;0
144852;24196.8;0;0;0;1;3;2;5;1;57;23.03;14.05;1792;0
136108;2224.4;0;0;189.07;1;2;1;2;2;55;6.01;6.01;56.52;0
166677;96268.48;0;0;7999.08;1;1;2;2;1;39;14.05;13.06;1736;0
129004;43200;0;4952.57;0;1;3;2;2;1;54;29.06;28.03;1637.28;187.7
97569;36030.13;3840;0;0;1;3;2;3;1;46;25.03;25.03;1654.58;0
12532;55569.11;9500;0;4686.32;1;1;2;2;1;42;21.04;5.05;1752;0
40859;27648.36;14589.72;5390.32;3841.98;1;2;2;2;1;50;26.02;9.02;684;134.5
41942;17690.66;0;0;1503.71;1;2;2;5;1;52;28.04;28.04;1816;0
61710;42269.96;1400;3834.38;3959.86;1;2;2;2;1;47;24.02;11.02;756;68
52106;1949.4;0;0;165.7;1;2;2;2;2;24;0.02;0.02;66.79;0
139587;29983.86;0;2419.33;2522.68;1;2;2;2;1;35;9;4;975.8;106
93226;36958;0;2008.14;2992.59;1;2;2;2;1;53;34.07;25.07;640.8;65.1
63204;30467.64;307;0;0;1;3;2;2;1;36;15.09;15;1486.33;0
151755;40299.49;800;6866.68;4009.12;1;2;1;2;1;42;15.11;14.02;625;166
92912;129425.28;0;0;11001.15;1;1;2;2;1;47;21;5.11;1536;0
138905;17772.66;5750;0;35028.9;1;2;2;1;1;39;16;15.11;1490.4;0
